slug,question,outcomes,volume,startDate,endDate,clobTokenIds
will-anatomy-of-a-fall-win-the-oscar-for-best-picture,"Will ""Anatomy of a Fall"" win the Oscar for Best Picture?","[""Yes"", ""No""]",24824.515311000003,2024-01-16T17:50:00Z,2024-03-09T00:00:00Z,"[""70369749509439707368599354615370255272022806463530501910815345413431828566072"", ""1485544180861088804482077710214554721142957572235135419975749411108726248512""]"
will-american-fiction-win-the-oscar-for-best-picture,"Will ""American Fiction"" win the Oscar for Best Picture?","[""Yes"", ""No""]",38291.778042,2024-01-16T17:51:00Z,2024-03-09T00:00:00Z,"[""27185143976432318125180633252679069663155889439329815789726060610495407820101"", ""115777219704309949109776393258806957263181206255840453702873889224524640336079""]"
will-the-zone-of-interest-win-the-oscar-for-best-picture,"Will ""The Zone of Interest"" win the Oscar for Best Picture?","[""Yes"", ""No""]",69242.833165,2024-01-16T17:52:00Z,2024-03-09T00:00:00Z,"[""92033490213128810024109968729972761135405272217066564899860916271857961113988"", ""36795251939332402323144407875957263208440843995596212909686657348582857919707""]"
will-another-film-win-the-oscar-for-best-picture,Will another film win the Oscar for Best Picture?,"[""Yes"", ""No""]",71199.65,2024-01-16T17:52:00Z,2024-03-09T00:00:00Z,"[""51091489983113339752697525953678089387117289750431681126607659702443285908670"", ""85440267996831628312643513173942579387513584255500632076413005425229964482076""]"
will-cillian-murphy-win-the-oscar-for-best-actor,Will Cillian Murphy win the Oscar for Best Actor?,"[""Yes"", ""No""]",108524.028552,2024-01-17T23:41:00Z,2024-03-08T00:00:00Z,"[""97997940774186871646833291056507799772906440127426458475431339804162724302134"", ""5619052159412151136642278012864473661479555633526453730200985117598402892992""]"
will-paul-giamatti-win-the-oscar-for-best-actor,Will Paul Giamatti win the Oscar for Best Actor?,"[""Yes"", ""No""]",52276.657651,2024-01-17T23:41:00Z,2024-03-08T00:00:00Z,"[""1653779445374020446419251634854209992797068872009307646817840360127483885772"", ""115172113427788523384274221573136482899734635240855011159237663897558091846257""]"
will-colman-domingo-win-the-oscar-for-best-actor,Will Colman Domingo win the Oscar for Best Actor?,"[""Yes"", ""No""]",25086.434759,2024-01-17T23:41:00Z,2024-03-08T00:00:00Z,"[""93579362991800564005358748130949832490691995274409503823599234511574314063925"", ""65215978408802446345769019469207808255730412605419466898416115576065514776968""]"
will-jeffrey-wright-win-the-oscar-for-best-actor,Will Jeffrey Wright win the Oscar for Best Actor?,"[""Yes"", ""No""]",22550.492624000002,2024-01-17T23:41:00Z,2024-03-08T00:00:00Z,"[""50186282582297253227076027764344103257504919789830921442721948360333991140099"", ""14568131214478813285363754018517974020674455461733293448319142253836407410347""]"
will-andrew-scott-win-the-oscar-for-best-actor,Will Andrew Scott win the Oscar for Best Actor?,"[""Yes"", ""No""]",1149.0,2024-01-17T23:41:00Z,2024-03-08T00:00:00Z,"[""110994761159818297882318915434106071016959018914864079576183370883056031024925"", ""2210140021470699634991813438615606980132614025678912454793089222620571904269""]"
will-bradley-cooper-win-the-oscar-for-best-actor,Will Bradley Cooper win the Oscar for Best Actor?,"[""Yes"", ""No""]",48020.912987,2024-01-17T23:42:00Z,2024-03-08T00:00:00Z,"[""14467573221708208441198440680386848022216456786485632988355724663665148321522"", ""93939120820575141281892966862645353515154616638772045067139093921578516759713""]"
will-leonardo-dicaprio-win-the-oscar-for-best-actor,Will Leonardo DiCaprio win the Oscar for Best Actor?,"[""Yes"", ""No""]",7645.939,2024-01-17T23:41:00Z,2024-03-08T00:00:00Z,"[""2553997222492601043862586683917510443002977577485609753464463670943346620306"", ""115518804918501250609858831239894216623317705375856963864078482236621537748613""]"
will-nicolas-cage-win-the-oscar-for-best-actor,Will Nicolas Cage win the Oscar for Best Actor?,"[""Yes"", ""No""]",4824.285714,2024-01-17T23:42:00Z,2024-03-08T00:00:00Z,"[""109151094417734162333037739414010496373818643308950972051757005226191215447937"", ""3850516602719323429178270911110674236212809746464282525500222488676764982250""]"
will-someone-else-win-the-oscar-for-best-actor,Will someone else win the Oscar for Best Actor?,"[""Yes"", ""No""]",75139.600552,2024-01-17T23:42:00Z,2024-03-08T00:00:00Z,"[""20322335627378896528200698179490363716799740235434919687363591774784721162731"", ""72383583522333151938916952847803353648197799789684823752326934411722480208130""]"
will-dune-part-two-gross-under-70m-opening-weekend,Will 'Dune: Part Two' gross under $70m opening weekend?,"[""Yes"", ""No""]",196971.507771,2024-01-18T19:30:00Z,2024-03-01T00:00:00Z,"[""114042745012208994033195477433658191881210330974316537349497459343714009765784"", ""75450732862362838550529568166912388437572658662222534365826246642685796916818""]"
will-dune-part-two-gross-between-70m-80m-opening-weekend,Will 'Dune: Part Two' gross between $70m-80m opening weekend?,"[""Yes"", ""No""]",151219.431993,2024-01-18T19:30:00Z,2024-03-01T00:00:00Z,"[""106622985971924468891381298215613385312819814944379028242090479771411821772830"", ""18627572673945212218239785406480558302395955537664691160878562939051834182649""]"
will-dune-part-two-gross-between-80m-90m-opening-weekend,Will 'Dune: Part Two' gross between $80m-90m opening weekend?,"[""Yes"", ""No""]",128647.25716100002,2024-01-18T19:30:00Z,2024-03-01T00:00:00Z,"[""7745365686298750297173425412551336096127167231537484372677759820669680785472"", ""9717962099768530109353438716551442695949923140118480770336048524968337867161""]"
will-dune-part-two-gross-between-90m-100m-opening-weekend,Will 'Dune: Part Two' gross between $90m-100m opening weekend?,"[""Yes"", ""No""]",376596.011303,2024-01-18T19:30:00Z,2024-03-01T00:00:00Z,"[""75612479200078616076720255471706622234694562979383690821267829219771373620706"", ""113393267638254679335215590834819649712682910854405091959199897073575459419445""]"
will-dune-part-two-gross-over-100m-opening-weekend,Will 'Dune: Part Two' gross over $100m opening weekend?,"[""Yes"", ""No""]",474792.372708,2024-01-18T19:31:00Z,2024-03-01T00:00:00Z,"[""30637845681714148498359907433169105263223689440526909041094893305583115580796"", ""111796127100720291855951404495290728144208289103084969375425640210971192620108""]"
will-donald-trump-be-president-of-the-usa-on-april-30-2024,"Will Donald Trump be President of the USA on April 30, 2024?","[""Yes"", ""No""]",134093.435226,2024-01-26T18:56:34.221Z,2024-04-30T00:00:00Z,"[""36613002921117853809394241796438206565466582798318193095496871644329590562583"", ""27717172792847243296422005683698188668422362993250995421386436216131289676115""]"
will-annette-bening-win-the-oscar-for-best-actress,Will Annette Bening win the Oscar for Best Actress?,"[""Yes"", ""No""]",49231.628646,2024-01-23T21:38:00Z,2024-03-09T00:00:00Z,"[""56678993580722456246043984783344285207479949250597203860767929295497156356726"", ""42313700118544367788222693732873505587142597887871411786402188909549222798580""]"
will-lily-gladstone-win-the-oscar-for-best-actress,Will Lily Gladstone win the Oscar for Best Actress?,"[""Yes"", ""No""]",41538.492637999996,2024-01-23T21:38:00Z,2024-03-09T00:00:00Z,"[""15804662725314468330182549581882099724637878324048225548355035027854783872141"", ""74997990300758562296963548932355360991158367213800758905530543649877781034891""]"
will-sandra-huller-win-the-oscar-for-best-actress,Will Sandra Hüller win the Oscar for Best Actress?,"[""Yes"", ""No""]",36201.990129,2024-01-23T21:38:00Z,2024-03-09T00:00:00Z,"[""49454777321517471120886603076689611052700373204196192695637817461724263137826"", ""101267302620837646378390327380491043954938867824738826549996093094425365721064""]"
will-carey-mulligan-win-the-oscar-for-best-actress,Will Carey Mulligan win the Oscar for Best Actress?,"[""Yes"", ""No""]",18959.466919,2024-01-23T21:38:00Z,2024-03-09T00:00:00Z,"[""52463160654241132621769053637673709423828112468294436470966903631672101384205"", ""93155571273178651964115571310205145026257081555805394852787835345105420520702""]"
will-emma-stone-win-the-oscar-for-best-actress,Will Emma Stone win the Oscar for Best Actress?,"[""Yes"", ""No""]",53004.846671,2024-01-23T21:38:00Z,2024-03-09T00:00:00Z,"[""36389609872724781858140843476224953169688941793117318150868575853473736603388"", ""61314330457015288095040929425951287818073760368143196227486519840281466905509""]"
will-justine-triet-win-the-oscar-for-best-director,Will Justine Triet win the Oscar for Best Director?,"[""Yes"", ""No""]",7387.543828,2024-01-24T19:49:00Z,2024-03-08T00:00:00Z,"[""79514968746535025561886899555529093466036200511271148792435912227876047642201"", ""81902897114601436528443148471688617953158755568613118382800953326290415727085""]"
will-martin-scorsese-win-the-oscar-for-best-director,Will Martin Scorsese win the Oscar for Best Director?,"[""Yes"", ""No""]",9673.9738,2024-01-24T19:49:00Z,2024-03-08T00:00:00Z,"[""488571489531800082286924245273135384666037932725019980422257281225720076622"", ""12976522906963757290303555976542692379812631031892314029872901218672589819356""]"
will-christopher-nolan-win-the-oscar-for-best-director,Will Christopher Nolan win the Oscar for Best Director?,"[""Yes"", ""No""]",50472.619652,2024-01-24T19:48:00Z,2024-03-08T00:00:00Z,"[""46736957051167699689053074242568479816138992983705603590023333515752299351166"", ""77895230454442746810069320137259584738681197964891119033321891550064226311848""]"
will-yorgos-lanthimos-win-the-oscar-for-best-director,Will Yorgos Lanthimos win the Oscar for Best Director?,"[""Yes"", ""No""]",5661.78703,2024-01-24T19:49:00Z,2024-03-08T00:00:00Z,"[""58872932197780679112024457951668033375325819693506620671686368082210518697567"", ""110338645906076904383469915002486965589425106400612130669127340818142224526401""]"
will-jonathan-glazer-win-the-oscar-for-best-director,Will Jonathan Glazer win the Oscar for Best Director?,"[""Yes"", ""No""]",5814.00611,2024-01-24T19:49:00Z,2024-03-08T00:00:00Z,"[""73000800057260004249071340552150440123381979968746625195989681275783160548092"", ""11775402838876693679492361138556641509082259736382457441422328699076692297108""]"
friendtech-airdrop-before-may,Friend.Tech airdrop before May?,"[""Yes"", ""No""]",5838.772964,2024-01-24T20:33:51.566Z,2024-04-30T00:00:00Z,"[""36472714329641640083408368998900688239661383969122893649751409603663133226796"", ""8730345245852140013588259362134616166241984414685609306687690526968567602169""]"
will-the-holdovers-win-the-oscar-for-best-original-screenplay,Will The Holdovers win the Oscar for Best Original Screenplay?,"[""Yes"", ""No""]",25138.529787,2024-01-25T20:29:00Z,2024-03-08T00:00:00Z,"[""26846941195590015714384933131284063131699362746157433150406212486664871504948"", ""83069368047817701762742305535779316294064813508398028283381494907260178311165""]"
will-may-december-win-the-oscar-for-best-original-screenplay,Will May December win the Oscar for Best Original Screenplay?,"[""Yes"", ""No""]",3907.995237,2024-01-25T20:29:00Z,2024-03-08T00:00:00Z,"[""113921722941990100311743391478713683151616678321632424078422473099951937977960"", ""113149318409890624713000836877364260168707907781312483741414463790142724147241""]"
will-past-lives-win-the-oscar-for-best-original-screenplay,Will Past Lives win the Oscar for Best Original Screenplay?,"[""Yes"", ""No""]",9195.326421,2024-01-25T20:29:00Z,2024-03-08T00:00:00Z,"[""26415913149376160080446519067437771214644577225553755146235477082686436901538"", ""108883632128966947081472442191249487501587899563993599901474707164474332463187""]"
will-anatomy-of-a-fall-win-the-oscar-for-best-original-screenplay,Will Anatomy of a Fall win the Oscar for Best Original Screenplay?,"[""Yes"", ""No""]",38365.910428,2024-01-25T20:29:00Z,2024-03-08T00:00:00Z,"[""63009931889654268769628444497321587737717472136126081403946875822411649453293"", ""47357160990812484784763078941894395719117036398920955639682910130941857337150""]"
will-maestro-win-the-oscar-for-best-original-screenplay,Will Maestro win the Oscar for Best Original Screenplay?,"[""Yes"", ""No""]",3551.557057,2024-01-25T20:29:00Z,2024-03-08T00:00:00Z,"[""84811365659440780194306257417272704471740891762702895193502718111526063336900"", ""4216556052777562729581993987065083862155327302115084217753969331235003245209""]"
will-american-fiction-win-the-oscar-for-best-adapted-screenplay,Will American Fiction win the Oscar for Best Adapted Screenplay?,"[""Yes"", ""No""]",19110.19302,2024-01-25T20:48:00Z,2024-03-08T00:00:00Z,"[""90003311400688203092473693284017654001966676366702509418683041101284575104938"", ""108986264498344016946429909276255769129064949076480467435267070388915262207331""]"
will-zone-of-interest-win-the-oscar-for-best-adapted-screenplay,Will Zone of Interest win the Oscar for Best Adapted Screenplay?,"[""Yes"", ""No""]",7428.777436,2024-01-25T20:48:00Z,2024-03-08T00:00:00Z,"[""25131883300435280084109381179713396357507299856201308795042466775345082550624"", ""32190067833155714167880161142026929163947659099480159704706584572328372537213""]"
will-barbie-win-the-oscar-for-best-adapted-screenplay,Will Barbie win the Oscar for Best Adapted Screenplay?,"[""Yes"", ""No""]",15937.306569,2024-01-25T20:48:00Z,2024-03-08T00:00:00Z,"[""86677835833148756206577305965212908064213916684462179457382438639336731677585"", ""9819141592041329619890433376919126070106974109647087483238327037872954828339""]"
will-oppenheimer-win-the-oscar-for-best-adapted-screenplay,Will Oppenheimer win the Oscar for Best Adapted Screenplay?,"[""Yes"", ""No""]",21981.235777,2024-01-25T20:48:00Z,2024-03-08T00:00:00Z,"[""34345564216558691104723660196440256605956662287387542772549821155786729357274"", ""11235159265883353284242035000604893317044383489969778595153141370762299396189""]"
will-poor-things-win-the-oscar-for-best-adapted-screenplay,Will Poor Things win the Oscar for Best Adapted Screenplay?,"[""Yes"", ""No""]",24392.262697000002,2024-01-25T20:48:00Z,2024-03-08T00:00:00Z,"[""95316446691376659033534030637165378773074142802943452160685671545730923432665"", ""53627906262187269238438308191515888635222272058420560324525380445675304809378""]"
will-mark-ruffalo-win-the-oscar-for-best-supporting-actor,Will Mark Ruffalo win the Oscar for Best Supporting Actor?,"[""Yes"", ""No""]",25699.074909,2024-01-25T21:03:00Z,2024-03-08T00:00:00Z,"[""680517616112242322242812801807564156784007113699693658957310511802870926755"", ""27146864010527652355118788257572382045376695994254675617905683451060170746877""]"
will-robert-de-niro-win-the-oscar-for-best-supporting-actor,Will Robert De Niro win the Oscar for Best Supporting Actor?,"[""Yes"", ""No""]",11140.492057,2024-01-25T21:03:00Z,2024-03-08T00:00:00Z,"[""110208982135852274657275581013513437186490833263709010577594136742423128481372"", ""66143958825827185706075296273792182019102464818662001576501763927510917065581""]"
will-robert-downey-jr-win-the-oscar-for-best-supporting-actor,Will Robert Downey Jr. win the Oscar for Best Supporting Actor?,"[""Yes"", ""No""]",33359.589148,2024-01-25T21:03:00Z,2024-03-08T00:00:00Z,"[""7938470249902971962889782529097008578759413907554079435338481078539778551234"", ""110742545969242646597987786232425122904339865651419867239384296617675422006742""]"
will-sterling-k-brown-win-the-oscar-for-best-supporting-actor,Will Sterling K. Brown win the Oscar for Best Supporting Actor?,"[""Yes"", ""No""]",10389.362082,2024-01-25T21:03:00Z,2024-03-08T00:00:00Z,"[""19839006169774399724572425480379011783661486549921427384327560081144973611534"", ""54876043772109753064152199882857919006602884141906818644604009663259388565396""]"
will-ryan-gosling-win-the-oscar-for-best-supporting-actor,Will Ryan Gosling win the Oscar for Best Supporting Actor?,"[""Yes"", ""No""]",15510.249028000002,2024-01-25T21:03:00Z,2024-03-08T00:00:00Z,"[""53906308543478397516391055357529508382883873667740100878454962142872518915667"", ""62955223674216693989335626562368866726017463953687529329082789476778829744667""]"
will-america-ferrera-win-the-oscar-for-best-supporting-actress,Will America Ferrera win the Oscar for Best Supporting Actress?,"[""Yes"", ""No""]",1653.4735230000001,2024-01-25T21:25:00Z,2024-03-08T00:00:00Z,"[""36415766758294284333797871333521824632724307921423247010976135831652448042755"", ""28351718938114489637623012048887636262104462467152669445192061413004062830014""]"
will-danielle-brooks-win-the-oscar-for-best-supporting-actress,Will Danielle Brooks win the Oscar for Best Supporting Actress?,"[""Yes"", ""No""]",2575.5,2024-01-25T21:25:00Z,2024-03-08T00:00:00Z,"[""92924527996653173702533511804987938001189510802415175414111770087687398254787"", ""67088151873517934320243689998058741687854077358029793206458271629345687205882""]"
will-davine-joy-randolph-win-the-oscar-for-best-supporting-actress,Will Da'Vine Joy Randolph win the Oscar for Best Supporting Actress?,"[""Yes"", ""No""]",10285.560153,2024-01-25T21:25:00Z,2024-03-08T00:00:00Z,"[""36952064927385318805460737482473076899426749126301312930925651452376239331862"", ""18226278666843272178008428496889898238368867920296510627633652398688621105323""]"
will-emily-blunt-win-the-oscar-for-best-supporting-actress,Will Emily Blunt win the Oscar for Best Supporting Actress?,"[""Yes"", ""No""]",4317.171,2024-01-25T21:25:00Z,2024-03-08T00:00:00Z,"[""115598376478316447519563270540317825331033653715188989886091212290073894684978"", ""64820232230271999410337347019544830693946938023371745379591033925160078140336""]"
will-jodie-foster-win-the-oscar-for-best-supporting-actress,Will Jodie Foster win the Oscar for Best Supporting Actress?,"[""Yes"", ""No""]",3766.5,2024-01-25T21:25:00Z,2024-03-08T00:00:00Z,"[""63969032088976272990775968145904154856094833837466827004646718971196115808501"", ""57053802997609207238366047301060287791892509611814274375213643217533040308705""]"
will-there-be-a-us-government-shutdown-by-mar-9,US government shutdown by Mar 9?,"[""Yes"", ""No""]",388204.075561,2024-01-26T01:07:03.281Z,2024-03-09T00:00:00Z,"[""54125904243038989166597072576304250644723838065357109894568104931394771916119"", ""50047801168909770024961419136756668074748192163107326596279377780009513906176""]"
istanbul-mayoral-election-2024-will-chp-win,Istanbul Mayoral Election 2024: Will CHP win?,"[""Yes"", ""No""]",25660.454637,2024-02-27T19:17:00Z,2024-03-31T00:00:00Z,"[""18888438269235548943378591142184717897067043270991054774484603207045857694111"", ""84373495608417943555399321703595918493039926378187675042317826485107802567081""]"
istanbul-mayoral-election-2024-will-ak-win,Istanbul Mayoral Election 2024: Will AK win?,"[""Yes"", ""No""]",17905.297573,2024-02-27T19:17:00Z,2024-03-31T00:00:00Z,"[""102371856199579468373405667987848815786492657698806423822373595325110680863224"", ""86784025303089298092235556040461385343016420594578654960471615442413688578502""]"
istanbul-mayoral-election-2024-will-another-party-win,Istanbul Mayoral Election 2024: Will another party win?,"[""Yes"", ""No""]",12022.06,2024-02-27T19:17:00Z,2024-03-31T00:00:00Z,"[""94104602943932575091314436508780575227520311660072011106415570962437494165476"", ""84469866243080606654976556589472781738141415284115050016223719885506363284608""]"
will-steve-garvey-advance-from-the-2024-ca-senate-primary,Will Steve Garvey advance from the 2024 CA Senate Primary?,"[""Yes"", ""No""]",35318.884936999995,2024-01-26T19:07:28.897Z,2024-03-05T00:00:00Z,"[""17629043745057056307062739698940891702873795447474128513505514152114050071178"", ""66773517616523741786046004133122664339277078994655255369131370664312788527322""]"
will-trump-tweet-again-by-april-1,Will Trump tweet again by April 1?,"[""Yes"", ""No""]",153134.412005,2024-01-26T21:23:53.066Z,2024-04-01T00:00:00Z,"[""5153236499752452896557323595628905081471999019855792902574187218232649323816"", ""61571338172026559998524408257854620742124101123824763069117554206693774690655""]"
will-nikki-haley-drop-out-before-super-tuesday,Will Nikki Haley drop out before Super Tuesday?,"[""Yes"", ""No""]",377957.635005,2024-01-29T16:20:23.851Z,2024-03-05T00:00:00Z,"[""102936925896308354723293758701625982525715781743770336063363103547905212033937"", ""12447316501383075322758623670957802040618083272961442110935749627630442590174""]"
will-ftx-payouts-start-in-q1-2024,Will FTX payouts start in Q1 2024?,"[""Yes"", ""No""]",7398.915335,2024-01-31T16:54:00Z,2024-03-29T00:00:00Z,"[""40793914233249432377830508895516261926616077253354731180735652804197335470456"", ""1004516150499690152251013049198944263543509416938779272476342122702791323668""]"
will-sinema-announce-shes-running-for-re-election,Will Sinema announce she's running for re-election?,"[""Yes"", ""No""]",67671.344862,2024-01-31T19:02:05.026Z,2024-04-08T00:00:00Z,"[""105293616356552669769582438182939449354935658856140040127882130513457578298617"", ""41948899447374317740103634626051336489329167910817757406295540916537741806347""]"
will-the-fed-decrease-interest-rates-by-50-bps-after-its-march-2024-meeting,Will the Fed decrease interest rates by 50+ bps after its March 2024 meeting?,"[""Yes"", ""No""]",13322.492923,2024-01-31T20:51:00Z,2024-03-18T00:00:00Z,"[""11926510984467575492668088820266912612839730750582615176483366783609104285702"", ""71996725475666086592550128451879929481106659907722693412187397916628636404798""]"
no-change-in-fed-raise-interest-rates-after-its-2024-march-meeting,No change in Fed raise interest rates after its 2024 March meeting?,"[""Yes"", ""No""]",63023.462319,2024-01-31T20:52:00Z,2024-03-18T00:00:00Z,"[""51735590924894170001569823740991899172901949146021448619123146982012128066328"", ""37677462944074969182752596427808431064991251926309617997598199261642924717625""]"
will-the-fed-decrease-interest-rates-by-25-bps-after-its-2024-march-meeting,Will the Fed decrease interest rates by 25 bps after its 2024 March meeting?,"[""Yes"", ""No""]",8974.822979,2024-01-31T20:52:00Z,2024-03-18T00:00:00Z,"[""36077421028184666368397541781786578313775102458600964047317604370778545362617"", ""50199043123658762717296938365968793361361337371845354437906013866007095164619""]"
will-the-fed-raise-interest-rates-by-25-bps-after-its-2024-march-meeting,Will the Fed raise interest rates by 25+ bps after its 2024 March meeting?,"[""Yes"", ""No""]",197105.478278,2024-01-31T20:52:00Z,2024-03-18T00:00:00Z,"[""100647932394524753511024372351439090270565953451319138975996721541418061568325"", ""78809347143547697320307181120608030232127524836798973473083856775752906357974""]"
will-us-gain-less-than-200k-jobs-in-february,Will US gain less than 200k jobs in February?,"[""Yes"", ""No""]",18151.226008,2024-02-02T22:34:00Z,2024-03-05T00:00:00Z,"[""114323722209511631861979375774630361468113117254472350643605229978994948580820"", ""19572843044544882034707349876722828765269700419546063205121144904672183830721""]"
will-us-gain-200k-250k-jobs-in-february,Will US gain 200k-250k jobs in February?,"[""Yes"", ""No""]",14648.405965,2024-02-02T22:34:00Z,2024-03-05T00:00:00Z,"[""105748972338221541521991659139222578334809731003704509715903843874983483114837"", ""53807253721015548842064124284284910331612193512482390623898701211081829631177""]"
will-us-gain-250k-300k-jobs-in-february,Will US gain 250k-300k jobs in February?,"[""Yes"", ""No""]",10104.671778,2024-02-02T22:34:00Z,2024-03-05T00:00:00Z,"[""19252896723439808245730253087361878076475688211306114232609862112769910839496"", ""5833076886578868560518849790502122012452621606959132702117285890492344424354""]"
will-us-gain-300k-353k-jobs-in-february,Will US gain 300k-353k jobs in February?,"[""Yes"", ""No""]",15173.163099000001,2024-02-02T22:34:00Z,2024-03-05T00:00:00Z,"[""102278316375252181192594823674857378036519855013957788283158448034738843893131"", ""17769094884109399717093462579676738947142398407094009866917783873666228019579""]"
will-us-gain-more-than-353k-jobs-in-february,Will US gain more than 353k jobs in February?,"[""Yes"", ""No""]",24821.0121,2024-02-02T22:35:00Z,2024-03-05T00:00:00Z,"[""65336820728105304781425401921014854412952779760281092997180266948244146888389"", ""72581569432530113095458604480563118519003065036809640511228099856693280295616""]"
will-ronna-mcdaniel-step-down-as-rnc-chair-before-super-tuesday,Will Ronna Mcdaniel step down as RNC Chair before Super Tuesday?,"[""Yes"", ""No""]",81831.667363,2024-02-07T18:06:15.01Z,2024-03-05T00:00:00Z,"[""24628576203488798343277607153416249822948957871065029203106608644151774932320"", ""102747030048418773132636088917174680278528750312445235072571588746933214877832""]"
wormhole-airdrop-in-march,Wormhole airdrop in March?,"[""Yes"", ""No""]",8993.609634,2024-02-07T21:19:00Z,2024-03-30T00:00:00Z,"[""62407159738359819083294934458935437739948336866428022206070024561816850711048"", ""73294564520170567981432430518198054403518977882479487682524828148125595552087""]"
wormhole-airdrop-in-april,Wormhole airdrop in April?,"[""Yes"", ""No""]",4367.334685,2024-02-07T21:19:00Z,2024-04-29T00:00:00Z,"[""16938225742271664116521714377786410934107220217140850173592677008177072353020"", ""50614513912635820823253268995468072683325632253868999613669327585687289260194""]"
more-migrant-encounters-at-border-in-february-compared-to-january,More migrant encounters at border in February compared to January?,"[""Yes"", ""No""]",47848.023941,2024-02-08T01:14:00.773Z,2024-03-01T00:00:00Z,"[""15917620453219210478762805965113487907462402168404561901648054881349059274839"", ""5660603227543344567106394487290910946939250006156756431734545482257692056858""]"
will-2024-have-the-hottest-february-on-record,Will 2024 have the hottest February on record?,"[""Yes"", ""No""]",171982.147874,2024-02-08T20:57:06.325Z,2024-03-01T00:00:00Z,"[""107181902610899124308970955595498810992750067211931143481947286149176855401229"", ""38217311073181527234195791628627581103456794127020856789461226640840848286121""]"
will-sam-altman-raise-1-trillion-in-q1-2024,Will Sam Altman raise >$1 trillion in Q1 2024?,"[""Yes"", ""No""]",68450.725554,2024-02-09T20:06:05.228Z,2024-03-31T00:00:00Z,"[""29696867737414088230221982946633144957980482098413285920101015258253034219012"", ""90718964390004346740248526623011086606251484968133670052394197835298858109925""]"
will-kanye-release-vultures-vol-2-by-march-8,Will Kanye release 'Vultures' Vol. 2 by March 8?,"[""Yes"", ""No""]",20732.660746999998,2024-02-12T20:25:18.917Z,2024-03-08T00:00:00Z,"[""72055281357338748938676017102330083509984175122080980938953947653841257300394"", ""95248980187418186938249934362432388136572715291331365972145022482566628731411""]"
will-sweden-join-nato-by-march-31,Will Sweden join NATO by March 31?,"[""Yes"", ""No""]",59825.936256999994,2024-02-12T21:51:59.556Z,2024-03-31T00:00:00Z,"[""77928609207073004508913222053054187495719991163284704837987588526857225148101"", ""95833022133527391863725667226236255851640363596605675074818150912865663895440""]"
spacex-starship-launch-by-march-15,SpaceX Starship launch by March 15?,"[""Yes"", ""No""]",38628.610427,2024-02-13T17:32:23.297Z,2024-03-15T00:00:00Z,"[""68645788369047563677199441500539756503144959795076327430428061525096618054749"", ""61023186246868632060221076378619542686408449161875407329517150584284149349061""]"
biden-cognitive-test-before-april,Biden cognitive test before April?,"[""Yes"", ""No""]",159137.029146,2024-02-13T21:04:16.633Z,2024-03-31T00:00:00Z,"[""94691982049979942854946001513173716104464448480791909504242572784718018823413"", ""76136691780401793523601903046775485394258743544306955924608808890130772527009""]"
cz-sentenced-to-prison,CZ sentenced to prison?,"[""Yes"", ""No""]",108991.816875,2024-02-13T23:17:35.102Z,2024-04-29T12:00:00Z,"[""2614849855220389172232950168231802677046226163119300346809673651650012515270"", ""76682133718557944459190079774028107119809345103803662348578541903126228474229""]"
will-google-or-nvidia-be-worth-more-on-march-1,Will Google or NVIDIA be worth more on March 1?,"[""Google"", ""NVIDIA""]",69424.48397,2024-02-14T22:26:15.901Z,2024-03-01T00:00:00Z,"[""61325295864855538862497122817754043480985773014173612738393800307653789390458"", ""27818859138878349871467173707592389498197022948544135771443834508596133898006""]"
russian-nuke-in-space-by-march-31,Russian nuke in space by March 31?,"[""Yes"", ""No""]",49095.245556,2024-02-14T20:39:01.277Z,2024-03-31T00:00:00Z,"[""48457563700572888758384591920369685025958679683032904609898812896422536237281"", ""59233051135547187345920120947476171394248951889756982803872025210311737237670""]"
will-openai-launch-a-web-search-product-by-march-31,Will OpenAI launch a Web Search Product by March 31?,"[""Yes"", ""No""]",15701.069926,2024-02-15T00:23:38.785Z,2024-03-31T00:00:00Z,"[""87455044397552235571431788016824132311862781756223751526553683845675674718830"", ""4989658946907225539357088230232287202323249470955704669713516492896183388306""]"
will-wif-hit-1-by-march-15,Will WIF hit $1 by March 15?,"[""Yes"", ""No""]",104970.956333,2024-02-14T23:17:39.466Z,2024-03-15T00:00:00Z,"[""20540434004575035308945573935531954706673834977079730722474513000999172152013"", ""57661973116348618228470686073146690257388346261892582634782963698190957811198""]"
will-azerbaijan-invade-armenia-before-april,Will Azerbaijan invade Armenia before April?,"[""Yes"", ""No""]",139310.84008,2024-02-15T21:24:25.83Z,2024-03-31T00:00:00Z,"[""24182160931368361101734477659174058753911391542927026123995347732971125043044"", ""39994137276058150883555697939618335025079588760089455397338038688718696456223""]"
openai-sora-public-release-before-may,OpenAI Sora public release before May?,"[""Yes"", ""No""]",26727.732854,2024-02-15T19:48:13.823Z,2024-04-30T00:00:00Z,"[""104980961172766898870730883702793662593480275274645242363634795156520754925638"", ""112003009984799921823182434099497569397345329382545377527066733134513275345219""]"
kanyes-vultures-1-back-on-apple-music-before-april,Kanye's 'Vultures 1' back on Apple Music before April?,"[""Yes"", ""No""]",1025.0,2024-02-15T21:27:18.221Z,2024-03-31T00:00:00Z,"[""50102209634134464890612393828253190336586709109315973799468436879668011246669"", ""85956080990334578074435979836689491717886711406691613126537646264583114627127""]"
