date,price,slug,question
2024-01-09 00:00:00+00:00,0.545,sec-approves-first-spot-bitcoin-etf-on-jan-10,SEC approves first spot Bitcoin ETF on Jan 10?
2024-01-10 00:00:00+00:00,0.655,sec-approves-first-spot-bitcoin-etf-on-jan-10,SEC approves first spot Bitcoin ETF on Jan 10?
2024-01-11 00:00:00+00:00,0.9935,sec-approves-first-spot-bitcoin-etf-on-jan-10,SEC approves first spot Bitcoin ETF on Jan 10?
